"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Book Reviews Suggestion: #Bookreviews: The #Magic Kingdom: Walt #Disney and the #American Way of Life... https://t.co/gcCo5vL3Wm",FALSE,0,NA,2017-02-17 22:11:04,FALSE,NA,"832714005294641152",NA,"<a href=""http://tweetymail.com"" rel=""nofollow"">tweetymail</a>","the_elibrarian",0,FALSE,FALSE,NA,NA
"2","Tsum tsum fans,check out this adorable Mickey &amp; Minnie set!!!! Click on this link for more great #Disney products -‚Ä¶ https://t.co/5N8bTOrIJP",FALSE,0,NA,2017-02-17 22:10:15,TRUE,NA,"832713797378908160",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Beyond_Kingdoms",0,FALSE,FALSE,NA,NA
"3","RT @TravelLive_Life: Suffice to say, had a great time on Hyperspace Mountain at Hong Long Disney. Ì†ΩÌ∫Ä

#Disney @MyDisneyTweets 
#StarWars htt‚Ä¶",FALSE,0,NA,2017-02-17 22:09:53,FALSE,NA,"832713706152800256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hotpotato01",1,TRUE,FALSE,NA,NA
"4","#ESPN is no longer 'printing cash' for #Disney: https://t.co/5eiEOxsFGj",FALSE,0,NA,2017-02-17 21:52:04,FALSE,NA,"832709225243672576",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SportsTalkFLA",0,FALSE,FALSE,NA,NA
"5","Walt Disney's Colorful T-Shirt He &amp; Mickey Mouse In Theme Park SIZE Small Women #Disney https://t.co/LLtToCGB1c via @eBay",FALSE,0,NA,2017-02-17 21:50:15,FALSE,NA,"832708765409435649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CrankyOldHag",0,FALSE,FALSE,NA,NA
"6","Eating with #Disney #Princesses https://t.co/dMkFwLtHw1 Dinner Review #travelblogger",FALSE,0,NA,2017-02-17 21:40:40,FALSE,NA,"832706354951319555",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","KatCandyfloss",1,FALSE,FALSE,NA,NA
"7","Every house needs subtle #disney accessories! #disneyeverywhere #ourfirsthome #diy #decorating @‚Ä¶ https://t.co/rKutFtdXHN",FALSE,1,NA,2017-02-17 21:39:34,FALSE,NA,"832706077246369792",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","disneymomathome",0,FALSE,FALSE,NA,NA
"8","@WDWToday This is awesome! So glad he was found to be recognized for going above and beyond! #wdw #disney #disneyworld #photopass",FALSE,0,"WDWToday",2017-02-17 21:37:12,FALSE,"832362686767841280","832705483744100352","3047974969","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChristaJNewman",0,FALSE,FALSE,NA,NA
"9","Curled up with a peppermint tea and this. I know how to have a #wildfridaynight Ì†ΩÌ∏Ñ #disney #thehunchbackofnotredame‚Ä¶ https://t.co/33wwxUfI0k",FALSE,0,NA,2017-02-17 21:33:26,TRUE,NA,"832704535952969730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KatyH714",0,FALSE,FALSE,NA,NA
"10","Star Wars Rebel Friends Cookie Cutters Luke Leia R2-D2 and more #Disney #StarWars #R2D2 #Leia #Cookies #eBay https://t.co/1eeCsj9drr",FALSE,0,NA,2017-02-17 21:30:23,FALSE,NA,"832703767602606080",NA,"<a href=""http://www.dropial.com"" rel=""nofollow"">Dropial App</a>","TheGroveShop",0,FALSE,FALSE,NA,NA
"11","RT @DouglasMacKrell: Learn all about #Disney's banned TV special about #UFO and #Aliens #SecretScreening LINK IN MY BIO! https://t.co/5pwOo‚Ä¶",FALSE,0,NA,2017-02-17 21:30:21,FALSE,NA,"832703759146954752",NA,"<a href=""http://ctrlq.org/"" rel=""nofollow"">Mice Town </a>","miceears",1,TRUE,FALSE,NA,NA
"12","RT @DouglasMacKrell: Learn all about #Disney's banned TV special about #UFO and #Aliens #SecretScreening LINK IN MY BIO! https://t.co/o15dd‚Ä¶",FALSE,0,NA,2017-02-17 21:29:45,FALSE,NA,"832703605971046400",NA,"<a href=""http://ctrlq.org/"" rel=""nofollow"">Mice Town </a>","miceears",1,TRUE,FALSE,NA,NA
"13","RT @thedisneystory: The original #Disney family vacation. https://t.co/wGfWuizjdx",FALSE,0,NA,2017-02-17 21:29:34,FALSE,NA,"832703559829483520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiLev23",7,TRUE,FALSE,NA,NA
"14","Social Media #Intern, #Summer 2017 (#NewYork) at #Disney #job https://t.co/CrqaMRk6EQ #DisneyJobs https://t.co/yjQqmbSZWb",FALSE,0,NA,2017-02-17 21:28:50,FALSE,NA,"832703376487899136",NA,"<a href=""http://workfor.us/jobboard"" rel=""nofollow"">Work For Us</a>","joanlefosse",0,FALSE,FALSE,NA,NA
"15","Learn all about #Disney's banned TV special about #UFO and #Aliens #SecretScreening LINK IN MY BIO! https://t.co/o15dd8uumk",FALSE,1,NA,2017-02-17 21:27:52,FALSE,NA,"832703133038043136",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DouglasMacKrell",1,FALSE,FALSE,NA,NA
"16","Learn all about #Disney's banned TV special about #UFO and #Aliens #SecretScreening LINK IN MY BIO! https://t.co/5pwOoubjFR",FALSE,2,NA,2017-02-17 21:27:39,FALSE,NA,"832703079631892480",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DouglasMacKrell",1,FALSE,FALSE,NA,NA
"17","Check out  Beauty And The Beast VHS Tape Black Diamond Walt Disney Movie Tested  https://t.co/NPLYmrzSqD via @eBay #Disney #blackdiamond",FALSE,0,NA,2017-02-17 21:25:46,FALSE,NA,"832702603339313161",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bethany2Harris",0,FALSE,FALSE,NA,NA
"18","Suffice to say, had a great time on Hyperspace Mountain at Hong Long Disney. Ì†ΩÌ∫Ä

#Disney @MyDisneyTweets 
#StarWars https://t.co/lpQZJQkeWU",FALSE,3,NA,2017-02-17 21:24:56,FALSE,NA,"832702396409139202",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TravelLive_Life",1,FALSE,FALSE,NA,NA
"19","Great news for #Disney &amp; #MaryPoppinsReturns fans! https://t.co/yB94r1kIiH",FALSE,1,NA,2017-02-17 21:23:56,FALSE,NA,"832702144843128834",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarolynTopol",0,FALSE,FALSE,NA,NA
"20","This!!!!! 
‚¨á‚¨á‚¨á‚¨á‚¨á‚¨á‚¨á‚¨á‚¨á‚¨á
#darkwingduck #disney https://t.co/xUoMHeI19f",FALSE,0,NA,2017-02-17 21:22:23,FALSE,NA,"832701752898048000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realshaneruck",0,FALSE,FALSE,NA,NA
"21","Merchandising #Intern, #Summer 2017 at #Disney (#NewYork) #job https://t.co/r9XObq8VIG #DisneyJobs https://t.co/Hpeb5WW6Px",FALSE,0,NA,2017-02-17 21:21:57,FALSE,NA,"832701645322457092",NA,"<a href=""http://workfor.us/jobboard"" rel=""nofollow"">Work For Us</a>","8True",0,FALSE,FALSE,NA,NA
"22","RT @jfrostphoto: Check out this item in my Etsy shop https://t.co/aKfSD5MjSd
#tiger #bigcats #Disney",FALSE,0,NA,2017-02-17 21:21:21,FALSE,NA,"832701491815161856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jfrostphoto",1,TRUE,FALSE,NA,NA
"23","Angela Lansbury Joins The Cast Of Mary Poppins Returns https://t.co/vrFzh9lwH5 #disney #movies #angelalansbury",FALSE,1,NA,2017-02-17 21:19:47,FALSE,NA,"832701099429732353",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","comic411",0,FALSE,FALSE,NA,NA
"24","Some great Disney cosplays! #katsucon #cosplay #disney #disneycosplay #genderbend #hercules‚Ä¶ https://t.co/9HA7WV0mdg",FALSE,0,NA,2017-02-17 21:19:07,FALSE,NA,"832700932278276096",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","KristinTangel",0,FALSE,FALSE,"-77.0175323","38.7830887"
"25","DEAD TWEET

#thingsisawonmyride #tweet #dead #tweety #disney #twitter #stuff #stuffedanimals‚Ä¶ https://t.co/ZPtF710tof",FALSE,0,NA,2017-02-17 21:17:07,FALSE,NA,"832700428039053314",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","yosoh",0,FALSE,FALSE,NA,NA
"26","https://t.co/p8ZRKXmFXB #Disney #disneyworld #Disneyland #tshirt #souvenir #Zazzle https://t.co/XVF2ts2v6t",FALSE,0,NA,2017-02-17 21:15:44,FALSE,NA,"832700079140003841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LowellMcnamara",0,FALSE,FALSE,NA,NA
"27","#Disney Movie #Trivia @maxwellsnj Tuesday, 2/28 at 8pm, @HoboHappyHours. RSVP at; https://t.co/q1RMASR6L7 #Hoboken #DisneyMovies",FALSE,0,NA,2017-02-17 21:15:04,FALSE,NA,"832699910088581120",NA,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>","TriviaAD",0,FALSE,FALSE,NA,NA
"28","Is a #Disney vacation on your radar for Spring Break? Park hopping is now easier w/VIP services https://t.co/bzVL6KpGpW via @TravelWithSara",FALSE,0,NA,2017-02-17 21:15:02,FALSE,NA,"832699904342491136",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","CrashedCulture",0,FALSE,FALSE,NA,NA
"29","RT @thedisneystory: #MaryPoppinsReturns Now in production. Definitely big shoes to fill and high expectations! #Disney https://t.co/tPh2r5w‚Ä¶",FALSE,0,NA,2017-02-17 21:14:21,FALSE,NA,"832699731432333312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicR4",15,TRUE,FALSE,NA,NA
"30","RT @thedisneystory: #MaryPoppinsReturns Now in production. Definitely big shoes to fill and high expectations! #Disney https://t.co/tPh2r5w‚Ä¶",FALSE,0,NA,2017-02-17 21:13:21,FALSE,NA,"832699479346212864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ginnythekid",15,TRUE,FALSE,NA,NA
"31","Together taking on the evil Zurg #zurg #buzzlightyear #disney #disneybuzzlightyear https://t.co/WthkakUt4f",FALSE,0,NA,2017-02-17 21:13:20,FALSE,NA,"832699474308784128",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","boxpresshughes",0,FALSE,FALSE,NA,NA
"32","He Loves Disney Cars https://t.co/JZgsNYLdtR via @YouTube #disney #cars #pixar",FALSE,0,NA,2017-02-17 21:12:20,FALSE,NA,"832699225003560961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wingsofluxvia",0,FALSE,FALSE,NA,NA
"33","15% Off Entire Store #pawpatrol #pjmasks #starwars #legos #babyclothes #carters #disney #presidentsda #ebay #sale‚Ä¶ https://t.co/bbLKc87c7f",FALSE,0,NA,2017-02-17 21:12:11,TRUE,NA,"832699188018155520",NA,"<a href=""https://www.PromotePictures.com"" rel=""nofollow"">PromotePictures</a>","totsntoysroc",0,FALSE,FALSE,NA,NA
"34","#disneybuzzlightyear #buzzlightyear #disney https://t.co/0m1B8vADZE",FALSE,0,NA,2017-02-17 21:11:40,FALSE,NA,"832699055776034816",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","boxpresshughes",0,FALSE,FALSE,NA,NA
"35","#disney Disney paid CEO Bob Iger $44M in 2016 as its all-important ESPN unit faced shrinking subs and exploding sports costs.",FALSE,0,NA,2017-02-17 21:11:12,FALSE,NA,"832698939228827648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bobfernandez1",0,FALSE,FALSE,NA,NA
"36","Running into the weekend! #FridayFeeling #Cinderella #Disney #Princess https://t.co/VT4rsQ4ePf",FALSE,1,NA,2017-02-17 21:10:23,FALSE,NA,"832698732432994304",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Beyond_Kingdoms",0,FALSE,FALSE,NA,NA
"37","RT @JJ_Schafer: Fanboy dream girl. Ì†ΩÌ∏ç

#RedHead #Ariel #BlackWidow #MaraJade #Merida #animation #cosplay #geek #movie #nerd #Disney #Marvel‚Ä¶",FALSE,0,NA,2017-02-17 21:10:22,FALSE,NA,"832698729966604290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RKMartin82015",1,TRUE,FALSE,NA,NA
"38","The latest Midwest Family Food &amp; Fun Daily! https://t.co/L6pMernStq Thanks to @turningclockbac @juicygreenmom #disney #ad",FALSE,0,NA,2017-02-17 21:06:28,FALSE,NA,"832697748809990144",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","midfamfoodfun",0,FALSE,FALSE,NA,NA
"39","Enter to #win a @teeblox #SubscriptionBox from Mama Smith's! #Geek #Gamer #Disney #Marvel #TeeBlox #giveaway https://t.co/9bVrVUmD8h",FALSE,0,NA,2017-02-17 21:05:47,FALSE,NA,"832697576830881792",NA,"<a href=""https://gleam.io"" rel=""nofollow"">Gleam Competition App</a>","rubylorikeet",0,FALSE,FALSE,NA,NA
"40","The latest The Chris Martin Daily! https://t.co/FUAsFWYdyd Thanks to @coachbeckett @BriWrites @craigswearingen #disney #digitalmarketing",FALSE,0,NA,2017-02-17 21:00:36,FALSE,NA,"832696269705342976",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>","chrisemartin",0,FALSE,FALSE,NA,NA
"41","RT @eeeebbbbrrrr: I hacked the It's a Small World ride to play Slayer instead. #Disney",FALSE,0,NA,2017-02-17 20:58:23,FALSE,NA,"832695715298177024",NA,"<a href=""http://ctrlq.org/"" rel=""nofollow"">Mice Town </a>","miceears",1,TRUE,FALSE,NA,NA
"42","I hacked the It's a Small World ride to play Slayer instead. #Disney",FALSE,4,NA,2017-02-17 20:58:03,FALSE,NA,"832695631667818496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eeeebbbbrrrr",1,FALSE,FALSE,NA,NA
"43","#disney #buzzlightyear #disneybuzzlightyear https://t.co/HI73OyjtGE",FALSE,0,NA,2017-02-17 20:57:23,FALSE,NA,"832695463388311552",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","boxpresshughes",0,FALSE,FALSE,NA,NA
"44","RT @EW: What‚Äôs the absolute BEST #Disney song ever? Vote for your favorite: https://t.co/Hmc3TCjEbH https://t.co/Tavm61uiUJ",FALSE,0,NA,2017-02-17 20:56:08,FALSE,NA,"832695147930415104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kellenwhaley",44,TRUE,FALSE,NA,NA
"45","Hey, here‚Äôs the last episode of my #podcast @VORradio ! We talk about the future of #StarWars 

https://t.co/fZjIvy8IF3

#rogueone #disney",FALSE,0,NA,2017-02-17 20:56:02,FALSE,NA,"832695122965917696",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","edshimmy",0,FALSE,FALSE,NA,NA
"46","RT @thedisneystory: The original #Disney family vacation. https://t.co/wGfWuizjdx",FALSE,0,NA,2017-02-17 20:51:12,FALSE,NA,"832693906261237760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WaltsDisneyland",7,TRUE,FALSE,NA,NA
"47","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:50:11,FALSE,NA,"832693648596750338",NA,"<a href=""https://www.rehashtag.com"" rel=""nofollow"">RehashtagApp</a>","blm03",6,TRUE,FALSE,NA,NA
"48","#Disney #Pixar Inside Out Box of Mixed Emotions 5 Children's Books Boxed Set  https://t.co/7kvcqLwDvP via @eBay #buyitnow",FALSE,0,NA,2017-02-17 20:49:05,FALSE,NA,"832693374205386754",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MadamSasami",0,FALSE,FALSE,NA,NA
"49","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:48:52,FALSE,NA,"832693318840578049",NA,"<a href=""http://www.yahoo.com"" rel=""nofollow"">twitter-zinc</a>","Fortyclamschatt",6,TRUE,FALSE,NA,NA
"50","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:47:47,FALSE,NA,"832693044096954368",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","DawnCullo",6,TRUE,FALSE,NA,NA
"51","https://t.co/6VMpNV0C91 #Disney #Disneyland #tshirt #souvenir #zazzle https://t.co/jUK1ZbVZir",FALSE,0,NA,2017-02-17 20:46:17,FALSE,NA,"832692668358549504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LowellMcnamara",0,FALSE,FALSE,NA,NA
"52","Grandma Aggie. #bedlamoriginals #halloweentown #disney #debbiereynolds #rip #drawing #watercolor‚Ä¶ https://t.co/TDqdUaCHW1",FALSE,0,NA,2017-02-17 20:45:13,FALSE,NA,"832692400451616768",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","bedlamoriginals",0,FALSE,FALSE,NA,NA
"53","Check out 2 PC SET of FRAMED/MATTED ILLUSTRATIONS from DISNEY'S ""CLASSIC POOH COLLECTION"" #Disney https://t.co/0FoOuX7C7J via @eBay",FALSE,0,NA,2017-02-17 20:42:06,FALSE,NA,"832691613738553344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","scrubblescandm",0,FALSE,FALSE,NA,NA
"54","One of the alternative enterances is closing at #Disney's Hollywood Studios for the park's guests #WaltDisneyWorld‚Ä¶ https://t.co/UO2dhg5oMc",FALSE,0,NA,2017-02-17 20:38:31,TRUE,NA,"832690712697122818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SkyAdventBlog",1,FALSE,FALSE,NA,NA
"55","The Mouse Slap is out! A #Disney Community Paper https://t.co/aYY22DGp8I ;  #Disneyland #WaltDisneyWorld  @DisneyNewsdotus @NYCLaurenBeth",FALSE,0,NA,2017-02-17 20:36:06,FALSE,NA,"832690104086851584",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","TheMouseSlap",0,FALSE,FALSE,NA,NA
"56","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:33:05,FALSE,NA,"832689346541019137",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","fmomof4boys",6,TRUE,FALSE,NA,NA
"57","Win a Belle tea cup and saucer set + Starbucks Gift Card from @sasakitime #disney #beourguest #beautyandthebeast https://t.co/5CnaZU4BVb",FALSE,0,NA,2017-02-17 20:32:06,FALSE,NA,"832689099131596800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rubylorikeet",0,FALSE,FALSE,NA,NA
"58","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:32:04,FALSE,NA,"832689091460399104",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","PattieCordova",6,TRUE,FALSE,NA,NA
"59","RT @simplybeingmom: Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https:‚Ä¶",FALSE,0,NA,2017-02-17 20:31:51,FALSE,NA,"832689037131522048",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JoyceDuboise",6,TRUE,FALSE,NA,NA
"60","#DisneyMoana Refrigerator #Magnet 4‚Äùx6‚Äù #PhotoFrame #Maui #Heihei #Moanamovie #Moana #disney EverydayWomen‚Ä¶ https://t.co/9rHeWXGe18",FALSE,0,NA,2017-02-17 20:30:36,TRUE,NA,"832688720851542016",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EverydayWomenJ",0,FALSE,FALSE,NA,NA
"61","Display your #Disney memories with Mickey Mouse Clothespin Magnets. So cute! https://t.co/tSlJDgViXH #DisneySMMC https://t.co/qdQ8maMisX",FALSE,4,NA,2017-02-17 20:30:36,FALSE,NA,"832688720742461441",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","simplybeingmom",6,FALSE,FALSE,NA,NA
"62","Obsessed with #Disney?! @CasaLomaToronto is being transformed into the #BeautyAndtheBeast castle Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç‚Ä¶ https://t.co/MUL1Qt6It2",FALSE,1,NA,2017-02-17 20:30:28,TRUE,NA,"832688687766859776",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","StyleDemocracy",0,FALSE,FALSE,NA,NA
"63","Win a Chip mug and 2 Boxes of #BeautyandTheBeast Tea from @sasakitime #disney #beourguest #giveaway https://t.co/gpgo1nE8p5",FALSE,0,NA,2017-02-17 20:29:57,FALSE,NA,"832688556560642049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rubylorikeet",0,FALSE,FALSE,NA,NA
"64","Walt #Disney Company Stock: Its Price Range Likely In Next 3 Months As Seen By Big-$ Funds $DIS #stocks #Finance  https://t.co/pXqyFAHaCQ",FALSE,0,NA,2017-02-17 20:26:01,FALSE,NA,"832687569846546432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnalunil",0,FALSE,FALSE,NA,NA
"65","#learn #english with #Disney #princess #Moana &amp; #Peppa #pig #MLP https://t.co/9yQXRKCgO5",FALSE,0,NA,2017-02-17 20:21:42,FALSE,NA,"832686483236540416",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","IplaywithmeI",0,FALSE,FALSE,NA,NA
"66","Just a cute little left over from #valintinesday 
#epcot #disneydate #disney #love #couple‚Ä¶ https://t.co/jOeRVhkO0q",FALSE,0,NA,2017-02-17 20:18:56,FALSE,NA,"832685785371414528",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SarahElizabthxx",0,FALSE,FALSE,NA,NA
"67","Mickey Mouse Graffiti Mesh Trucker Travel Hip Hat Cap Disney World Disneyland  #Disney #BaseballCap https://t.co/aa0ZxQnOWb",FALSE,0,NA,2017-02-17 20:15:35,FALSE,NA,"832684942312120320",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","DudsFromTXHoney",0,FALSE,FALSE,NA,NA
"68","@jasoninthehouse will be stained with association as was #Disney or #Lindbergh https://t.co/SyahomB7zX",FALSE,0,"jasoninthehouse",2017-02-17 20:10:39,FALSE,NA,"832683702068994048","17800215","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LynnHildebrandt",0,FALSE,FALSE,NA,NA
"69","Retweeted BCBC (@BCBCnews):

#BreakingNews! #Disney drops #PewDiePie over #AntiSemitic remarks in a video the... https://t.co/kzLYTSzWEh",FALSE,0,NA,2017-02-17 20:07:14,FALSE,NA,"832682839288057859",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GreenMountRepub",0,FALSE,FALSE,NA,NA
"70","RT @Poupelle2016: ‚ÄúHalloween Poupelle, what are you doing here?‚Äù

‚ÄúNobody will play with me.‚Äù

https://t.co/KjuU8NqzxL

#animation #Disney‚Ä¶",FALSE,0,NA,2017-02-17 20:04:58,FALSE,NA,"832682271681372160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pappa_ayumi",4,TRUE,FALSE,NA,NA
"71","How dare we be forced to choose between these 2 classics #Disney tunes.
The office is now divided. #ZeroToHero‚Ä¶ https://t.co/AheM90VeTK",FALSE,0,NA,2017-02-17 20:00:15,TRUE,NA,"832681084332617730",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SearchEngineCDN",0,FALSE,FALSE,NA,NA
"72","Taking the kids to #DisneySprings?  There's so much for kids to do there...here's what mine love most! https://t.co/4MOpKZPEzQ¬† #Disney #WDW",FALSE,0,NA,2017-02-17 20:00:09,FALSE,NA,"832681056985837568",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","FunMoneyMom",0,FALSE,FALSE,NA,NA
"73","Ask us about some of the many recreation activities available around the #WaltDisneyWorld resort. #Disney https://t.co/1f33DCBJCm",FALSE,0,NA,2017-02-17 20:00:02,FALSE,NA,"832681027474632706",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wdwgetaways",0,FALSE,FALSE,NA,NA
"74","Men's Disney ""Vintage"" Mickey Mouse Watch #YourClockIsTicking https://t.co/rOd4BDXrGy #vintage #Disney",FALSE,0,NA,2017-02-17 19:57:41,FALSE,NA,"832680437281595392",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","NowYouBeYou",0,FALSE,FALSE,NA,NA
"75","SupeRdad #supportsmallbusiness #whereareunow #rejecks #disneycruise #businessman #disney #supportlocal‚Ä¶ https://t.co/OB3QUQoTgA",FALSE,0,NA,2017-02-17 19:56:29,TRUE,NA,"832680135111356416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RejecksClothing",0,FALSE,FALSE,NA,NA
"76","We got it! What if we drew the Avatar!? Ì†ΩÌ∏ÅÌ†ΩÌ∏Ñ  New book, it's nostalgic, fans, and-and...

Ì†ΩÌ∏≤Ì†ΩÌ∏Ø But which one?...‚Ä¶ https://t.co/Fxg8QD41SR",FALSE,0,NA,2017-02-17 19:55:49,TRUE,NA,"832679966919782400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QLyons3",0,FALSE,FALSE,NA,NA
"77","Ha! #samuelljackson #quentintarantino #bambi #disney https://t.co/afVedS4l2F",FALSE,0,NA,2017-02-17 19:55:24,FALSE,NA,"832679863635025921",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DuaneMincel",0,FALSE,FALSE,NA,NA
"78","#Disney Princess #Magiclip Wear #PollyPocket #Clothing #Shopping Spree #frozen #elsa #anns #ariel #dressup #mytubepm https://t.co/ZqHIATabEa",FALSE,1,NA,2017-02-17 19:54:02,FALSE,NA,"832679517994971140",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","celebnyc1",0,FALSE,FALSE,NA,NA
"79","#Disney #love #favoritevacationspots #cantwaittogoback https://t.co/VpfvUSs1k1",FALSE,0,NA,2017-02-17 19:50:31,FALSE,NA,"832678633344897024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","authorlauraholt",0,FALSE,FALSE,NA,NA
